Guideline,ID,XLSM ID,Initial Status,Status,Judge Action,Judge Reason,DOCX Control Requirement,XLSM Control Requirement,Judgment Changed
Network Security Guideline_v2.0,7.1.1,7.1.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The network security zones types must at least be logically segregated from each other.,The network security zones types must at least be logically segregated from each other.,False
Network Security Guideline_v2.0,7.1.2,7.1.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Within the network security zone types the network-connected IT Assets must be segregated on a risk-based approach.,Within the network security zone types the network-connected IT Assets must be segregated on a risk-based approach.,False
Network Security Guideline_v2.0,7.1.3,7.1.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Within the Internet and Partner network security zone types, the network-connected IT Assets must be assigned to their own DMZ on a risk-based approach.","Within the Internet and Partner network security zone types, the network-connected IT Assets must be assigned to their own DMZ on a risk-based approach.",False
Network Security Guideline_v2.0,7.2,7.2,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"The following must be considered in the risk-based approach for segregation: The criticality or importance of the function those ICT Systems, including networks, support The established classification The overall risk profile of IT Assets using those ICT Systems, including networks","The following must be taken into accountconsidered in the risk-based approach for segregation: - The criticality or importance of the function those ICT Systems, including and networks, support - The established classification - The overall risk profile of IT Assets using those ICT Systems, including and networks",False
Network Security Guideline_v2.0,7.3,7.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,All network-connected IT Assets must be assigned to a network security zone that corresponds to their use case.,All network-connected IT Assets must be assigned to a network security zone that corresponds to their use case.,False
Network Security Guideline_v2.0,7.4,7.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The perimeter of each network security zone must be defined.,The perimeter of each network security zone must be defined.,False
Network Security Guideline_v2.0,7.5,7.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Connections from external networks must be terminated in designated DMZ and must be protected by two-stage firewall (inner and outer) which are from different vendors.,Connections from external networks must be terminated in designated DMZ and must be protected by two-stage firewall (inner and outer) which are from different vendors.,False
Network Security Guideline_v2.0,7.5.1,7.5.1,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"For SaaS, equivalent protection level should be applied.","For SaaS, the same protection level should be applied.",False
Network Security Guideline_v2.0,7.5.2,7.5.2,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"For IaaS and PaaS where network controls are harmonized with internal networks, PaaS and IaaS can be treated as internal networks. Otherwise, the same protections for external networks must be applied.","For IaaS and PaaS where network controls are harmonized with internal networks, PaaS and IaaS can be treated as internal networks. Otherwise, the same protection level as for external networks must be applied.",False
Network Security Guideline_v2.0,7.6,7.6,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"If a DMZ is not used, whether due to business model limitations or other valid reasons, a justification must be documented and an equivalent solutions with an adequate verified level of protection must be implemented.","If a DMZ is not used, whether due to business model limitations or other valid reasons, a justification must be documented and other equivalent solutions with an adequate verified level of protection must be implemented.",False
Network Security Guideline_v2.0,7.7,7.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"For the administration of IT Assets, a separate and dedicated network must be used.","For the administration of IT Assets, a separate and dedicated network must be used.",False
Network Security Guideline_v2.0,7.8,7.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Automated mechanisms must be in place and the network connection infrastructure must be designed in a way that allows to temporarily isolate, where necessary, subnetworks, network components and network connected IT Assets instantaneously.","Automated mechanisms must be in place and the network connection infrastructure must be designed in a way that allows to temporarily isolate, where necessary, subnetworks, network components and network connected IT Assets instantaneously.",False
Network Security Guideline_v2.0,8,8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Firewalls and connection filters must be implemented and managed to ensure reliable and strict control of data traffic between networks on an ongoing basis.,Firewalls and connection filters must be implemented and managed to ensure reliable and strict control of data traffic between networks on an ongoing basis.,False
Network Security Guideline_v2.0,8.1,8.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Firewall configurations must prevent any unauthorized connections between network security zones.,Firewall configurations must prevent any unauthorized connections between network security zones.,False
Network Security Guideline_v2.0,8.10,8.10,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The desktop firewall and/or application firewall must ensure that only authorized traffic enters or leaves the ICT System.,The desktop firewall and/or application firewall must ensure that only authorized traffic enters or leaves the ICT System.,False
Network Security Guideline_v2.0,8.2,8.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Firewall rules must be implemented according to defined criteria for network connectivity.,Firewall rules must be implemented according to defined criteria for network connectivity.,False
Network Security Guideline_v2.0,8.3,8.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Implementation and removal of firewall rules must follow defined procedures, if possible, with an automatic workflow.","Implementation and removal of firewall rules must follow defined procedures, if possible, with an automatic workflow.",False
Network Security Guideline_v2.0,8.4,8.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"If provisioning is done manually, additional controls (four-eyes-principle) must be established.","If provisioning is done manually, additional controls (four-eyes-principle) must be established.",False
Network Security Guideline_v2.0,8.5,8.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Roles, responsibilities and steps for the specification, implementation, approval, change and review of firewall rules and connection filters must be identified in defined procedures.","Roles, responsibilities and steps for the specification, implementation, approval, change and review of firewall rules and connection filters must be identified in defined procedures.",False
Network Security Guideline_v2.0,8.6,8.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Firewall rules and connection filters must be recertified regularly and adhere to all of the following:,Firewall rules and connection filters must be recertified regularly and adhere to all of the following:,False
Network Security Guideline_v2.0,8.6.1,8.6.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The recertification must be performed in accordance with the established classification and the overall risk profile of ICT Systems involved.,The recertification must be performed in accordance with the established classification and the overall risk profile of ICT Systems involved.,False
Network Security Guideline_v2.0,8.6.2,8.6.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"For ICT Systems supporting critical or important functions, the adequacy of existing firewall rules and connection filters must be recertified at least every 6 months.","For ICT Systems supporting critical or important functions, the adequacy of existing firewall rules and connection filters must be recertified at least every 6 months.",False
Network Security Guideline_v2.0,8.7,8.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,All requests - including the justification for the firewall rule - must be documented (to ensure traceability).,All requests - including the justification for the firewall rule - must be documented (to ensure traceability).,False
Network Security Guideline_v2.0,8.8,8.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Deviations from the Network Adequacy Matrix must be approved.,Deviations from the Network Adequacy Matrix must be approved.,False
Network Security Guideline_v2.0,8.9,8.9,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Web-application firewalls must be installed in front of internet-facing web-based applications.,Web-application firewalls must be installed in front of internet-facing web-based applications.,False
Network Security Guideline_v2.0,9,9,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that perimeters are secured in such a way that unauthorized access and connections are prevented.,It must be ensured that perimeters are secured in such a way that unauthorized access and connections are prevented.,False
Network Security Guideline_v2.0,9.1,9.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Protective mechanisms must be implemented at each network security zone transition.,Protective mechanisms must be implemented at each network security zone transition.,False
Network Security Guideline_v2.0,9.2,9.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Only necessary and allowed connectivity (according to applicable Security Documentation (SD) /Network Adequacy Matrix) between network security zones must be implemented.,Only necessary and allowed connectivity (according to applicable Security Documentation (SD) /Network Adequacy Matrix) between network security zones must be implemented.,False
Network Security Guideline_v2.0,9.3,9.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"All inbound and outbound network traffic must be controlled, monitored based on the confidentiality class of the IT Assets, and denied by default by the principle of explicit allowance.","All inbound and outbound network traffic must be controlled, monitored based on the confidentiality class of the IT Assets, and denied by default by the principle of explicit allowance.",False
Network Security Guideline_v2.0,9.4,9.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,IDS and IPS must be in place to analyze all network traffic between network security zones to ensure that attacks or misuse are actively prevented.,IDS and IPS must be in place to analyze all network traffic between network security zones to ensure that attacks or misuse are actively prevented.,False
Network Security Guideline_v2.0,9.5,9.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,IDS and IPS must be updated at defined intervals on a risk-based approach.,IDS and IPS must be updated at defined intervals on a risk-based approach.,False
Network Security Guideline_v2.0,9.6,9.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Risk-based technical security measures must be implemented that are capable of detecting and responding to network-based attacks based on anomalous input or output traffic patterns and/or distributed denial of service (DDoS) and denial of service (DoS), including corresponding filtering capabilities.","Risk-based technical security measures must be implemented that are capable of detecting and responding to network-based attacks based on anomalous input or output traffic patterns and/or distributed denial of service (DDoS) and denial of service (DoS), including corresponding filtering capabilities.",False
Network Security Guideline_v2.0,9.7,9.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"When using cloud services, the CSP must allow for controls to minimize and protect the perimeter of Publicly Accessible Endpoints.","When using cloud services, the CSP must allow for controls to minimize and protect the perimeter of Publicly Accessible Endpoints.",False
Network Security Guideline_v2.0,9.8,9.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"It must be ensured that no network traffic could bypass perimeter security (e.g. firewalls, SDN). The protection used at the perimeter must be stateful.","It must be ensured that no network traffic could bypass perimeter security (e.g. firewalls, SDN). The protection used at the perimeter must be stateful.",False
Software Development and ICT Change Management Guideline_v2.0,1,1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that an ICT Change management process is in place to manage changes to IT Assets and non-IT Assets.,It must be ensured that an ICT Change management process is in place to manage changes to IT Assets and non-IT Assets.,False
Software Development and ICT Change Management Guideline_v2.0,1.1,1.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"An ICT Change management process must be in place to ensure the controlled and systematic handling of ICT Changes and must cover at least the IT Assets software, hardware, network, firmware components, systems, security parameters, roles, and responsibilities.","An ICT Change management process must be in place to ensure the controlled and systematic handling of ICT Changes and must cover at least the IT Assets software, hardware, network, firmware components, systems, security parameters, roles, and responsibilities.",False
Software Development and ICT Change Management Guideline_v2.0,1.2,1.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The ICT Change management process must contain at least the following steps: Formal documentation Classification Prioritization Authorization Approval Testing Implementation Validation Reporting,The ICT Change management process must contain at least the following steps: – Formal documentation – Classification – Prioritization – Authorization – Approval – Testing – Implementation – Validation – Reporting,False
Software Development and ICT Change Management Guideline_v2.0,1.3,1.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,During the ICT Change management process the following measures and mechanisms must be applied:,During the ICT Change management process the following measures and mechanisms must be applied:,False
Software Development and ICT Change Management Guideline_v2.0,1.3.1,1.3.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The identification of the potential impact of ICT Changes on existing ICT security measures and an assessment of whether such change requires the adoption of additional ICT security measures.,The identification of the potential impact of ICT Changes on existing ICT security measures and an assessment of whether such change requires the adoption of additional ICT security measures.,False
Software Development and ICT Change Management Guideline_v2.0,1.3.2,1.3.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Mechanism to ensure the segregation between the function to approve changes and the functions responsible for requesting and implementing those changes.,Mechanism to ensure the segregation between the function to approve changes and the functions responsible for requesting and implementing those changes.,False
Software Development and ICT Change Management Guideline_v2.0,1.3.3,1.3.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Clear description and segregation of duties of roles and responsibilities.,Clear description and segregation of duties of roles and responsibilities.,False
Software Development and ICT Change Management Guideline_v2.0,1.3.4,1.3.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Fallback procedures and responsibilities including procedures, triggering conditions and responsibilities for aborting changes or recovering from unsuccessful implementation.","Fallback procedures and responsibilities including procedures, triggering conditions and responsibilities for aborting changes or recovering from unsuccessful implementation.",False
Software Development and ICT Change Management Guideline_v2.0,1.3.5,1.3.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Documentation and communication of ICT Change details including the purpose, scope, timeline of implementation and expected outcomes of the change.","Documentation and communication of ICT Change details including the purpose, scope, timeline of implementation and expected outcomes of the change.",False
Software Development and ICT Change Management Guideline_v2.0,1.4,1.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Documented processes must be implemented to ensure that ICT Changes are controlled and deployed in Red Segregation Area securely. This includes changes to organizational structure, ICT security-relevant processes, and changes that have an impact on information security processes.","Documented processes must be implemented to ensure that ICT Changes are controlled and deployed in Red Segregation Area securely. This includes changes to organizational structure, ICT security-relevant processes, and changes that have an impact on information security processes.",False
Software Development and ICT Change Management Guideline_v2.0,10,10,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that relevant stakeholders are regularly informed about change activities.,It must be ensured that relevant stakeholders are regularly informed about change activities.,False
Software Development and ICT Change Management Guideline_v2.0,10.1,10.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Communication regarding the change must be made to all relevant stakeholders or potentially impacted entities in a timely manner.,Communication regarding the change must be made to all relevant stakeholders or potentially impacted entities in a timely manner.,False
Software Development and ICT Change Management Guideline_v2.0,10.2,10.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Regular reports must be generated and distributed, covering change management activities, process performance, compliance, and, where appropriate, relevant KPIs and metrics.","Regular reports must be generated and distributed, covering change management activities, process performance, compliance, and, where appropriate, relevant KPIs and metrics.",False
Software Development and ICT Change Management Guideline_v2.0,11,11,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that ICT Change management relevant events are logged.,It must be ensured that ICT Change management relevant events are logged.,False
Software Development and ICT Change Management Guideline_v2.0,11.1,11.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,All ICT Change management events must be logged in accordance with the ICT Incident & Operational Event Management Guideline.,All ICT Change management events must be logged in accordance with the ICT Incident & Operational Event Management Guideline.,False
Software Development and ICT Change Management Guideline_v2.0,12,12,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that tools and software are used to support the process wherever possible.,It must be ensured that tools and software are used to support the process wherever possible.,False
Software Development and ICT Change Management Guideline_v2.0,12.1,12.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Tools must be used to ensure control and transparency of the whole ICT Change Management process.,Tools must be used to ensure control and transparency of the whole ICT Change Management process.,False
Software Development and ICT Change Management Guideline_v2.0,13,13,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"It must be ensured that the software development process is systematically managed, controlled and is aligned with business, technical, and regulatory requirements throughout its lifecycle.","It must be ensured that the software development process is systematically managed, controlled and is aligned with business, technical, and regulatory requirements throughout its lifecycle.",False
Software Development and ICT Change Management Guideline_v2.0,13.1,13.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,A structured secure software development process must be in place to manage and control the development of software successfully.,A structured secure software development process must be in place to manage and control the development of software successfully.,False
Software Development and ICT Change Management Guideline_v2.0,13.2,13.2,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"The process must at least cover specifications for: Requirements determination Development objective (Technical) implementation (incl. programming Guidelines) Quality assurance Testing, acceptance, and approval Secure repositories for source code and configuration Roles and responsibilities in line with Segregation of Duties The process should cover specifications for: Generation and update of Software Bill of Materials (SBOM) and Cryptography Bill Of Materials ● (31.01.2027)","The process must at least cover specifications for: – Requirements determination – Development objective – (Technical) implementation (incl. programming Guidelines) – Quality assurance – Testing, acceptance, and approval – Secure repositories for source code and configuration – Roles and responsibilities in line with Segregation of Duties The process should cover: - Generation and update of Software Bill of Materials (SBOM) and Cryptography Bill Of Materials",False
Software Development and ICT Change Management Guideline_v2.0,13.3,13.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Developers must not deploy software to the Red and Yellow Segregation Area in their function as a developer.,Developers must not deploy software to the Red and Yellow Segregation Area in their function as a developer.,False
Software Development and ICT Change Management Guideline_v2.0,13.4,13.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Depending on the protection need, it must be ensured that the confidentiality, the integrity, the availability, and the authenticity of all assets, whether directly involved or indirectly affected through dependencies, are maintained during development and after go-live.","Depending on the protection need, it must be ensured that the confidentiality, the integrity, the availability, and the authenticity of all assets, whether directly involved or indirectly affected through dependencies, are maintained during development and after go-live.",False
Software Development and ICT Change Management Guideline_v2.0,13.5,13.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Functional and non-functional requirements must be used and treated identically during the software development process.,Functional and non-functional requirements must be used and treated identically during the software development process.,False
Software Development and ICT Change Management Guideline_v2.0,13.6,13.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Quality and security thresholds and corresponding controls must be defined, implemented, and assessed before IT Assets can be promoted to the next Segregation Area, e.g. Development (Green) to Test (Yellow/Blue) to Production (Red). These controls and thresholds are mandatory to be fulfilled.","Quality and security thresholds and corresponding controls must be defined, implemented, and assessed before IT Assets can be promoted to the next Segregation Area, e.g. Development (Green) to Test (Yellow/Blue) to Production (Red). These controls and thresholds are mandatory to be fulfilled.",False
Software Development and ICT Change Management Guideline_v2.0,13.7,13.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"ICT Systems in all Segregation Areas should be labelled, to reflect the respective Segregation Area (e.g. in window title or GUI).","ICT Systems in all Segregation Areas should be labelled, to reflect the respective Segregation Area (e.g. in window title or GUI).",False
Software Development and ICT Change Management Guideline_v2.0,14,14,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"It must be ensured that secure system architecture, secure engineering principles and secure coding are in place.","It must be ensured that secure system architecture, secure engineering principles and secure coding are in place.",False
Software Development and ICT Change Management Guideline_v2.0,14.1,14.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Secure engineering principles must be established, documented, and applied.","Secure engineering principles must be established, documented, and applied.",False
Software Development and ICT Change Management Guideline_v2.0,14.10,14.10,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"AI-generated code must not bypass mandatory secure software development process and must be checked for hidden or unused functions and remote calls or external libraries,",Peer review must be performed on all AI generated code sections.,False
Software Development and ICT Change Management Guideline_v2.0,14.2,14.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Processes and principles for secure coding as part of secure engineering must be established and at least cover: Protection of source code against unauthorized access and tampering (e.g. versioning of source code) Measures to mitigate risk from unintentional alteration or intentional manipulation Use of security architecture principles (e.g. “security by design”, “least privilege”)","Processes and principles for secure coding as part of secure engineering must be established and at least cover: - Protection of source code against unauthorized access and tampering (e.g. versioning of source code) - Measures to mitigate risk from unintentional alteration or intentional manipulation - Use of security architecture principles (e.g. 'security by design', 'least privilege')",False
Software Development and ICT Change Management Guideline_v2.0,14.3,14.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Planning and prerequisites before coding which should be in place include: Secure design and architecture Secure coding standards DBG-specific expectations and approved principles for secure coding,Planning and prerequisites before coding which should be in place include: - Secure design and architecture - Secure coding standards - DBG-specific expectations and approved principles for secure coding,False
Software Development and ICT Change Management Guideline_v2.0,14.4,14.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Considerations during coding which should be in place include: Secure coding practices specific to the programming language Secure and structured programming techniques Documenting code Removing programming defects,Considerations during coding which should be in place include: - Secure coding practices specific to the programming language - Secure and structured programming techniques - Documenting code - Removing programming defects,False
Software Development and ICT Change Management Guideline_v2.0,14.5,14.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Review and maintenance after coding which should be in place include: Updates should be securely packaged and deployed Vulnerability scanning and mitigation of source code and third-party libraries in accordance with the ICT Patch and Vulnerability Management Guideline,Review and maintenance after coding which should be in place include: - Updates should be securely packaged and deployed - Vulnerability scanning and mitigation of source code and third-party libraries in accordance with the ICT Patch and Vulnerability Management Guideline,False
Software Development and ICT Change Management Guideline_v2.0,14.6,14.6,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,"If AI-assisted coding is used, additional source code analysis should be performed to detect AI based functions.","If AI-assisted coding is used, additional source code analysis should be performed to detect used AI based functions.",False
Software Development and ICT Change Management Guideline_v2.0,14.7,14.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"AI-generated code should be explicitly marked to enable review by the developer. Reviewed code should be marked, if feasible.","AI‑generated code should be explicitly marked to enable review by the developer. Reviewed code should be marked, if feasible.",False
Software Development and ICT Change Management Guideline_v2.0,14.8,14.8,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,Developers should document the prompts used for AI generated code (where feasible).,Developers must document which AI tool generated the code.,False
Software Development and ICT Change Management Guideline_v2.0,14.9,14.9,Content delta: requirement differs,Content delta: requirement differs,confirmed,Confirmed after footnote/reference stripping.,Peer review must be performed on all AI generated code sections.,Developers should document the prompts used for AI generated code (where feasible).,False
Software Development and ICT Change Management Guideline_v2.0,15,15,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that source code is tested and verified.,It must be ensured that source code is tested and verified.,False
Software Development and ICT Change Management Guideline_v2.0,15.1,15.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"In-house developed software and, where feasible, ICT third-party source code must be tested before implementing in the Red Segregation Area.","In-house developed software and, where feasible, ICT third-party source code must be tested before implementing in the Red Segregation Area.",False
Software Development and ICT Change Management Guideline_v2.0,15.2,15.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Source code checks that must be carried out using both static and dynamic tests.,Source code checks that must be carried out using both static and dynamic tests.,False
Software Development and ICT Change Management Guideline_v2.0,16,16,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that the tests and their processes are fully designed and carried out so that all relevant aspects are sufficiently tested.,It must be ensured that the tests and their processes are fully designed and carried out so that all relevant aspects are sufficiently tested.,False
Software Development and ICT Change Management Guideline_v2.0,16.1,16.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,A test management process must be in place for testing ICT Systems before use and after maintenance.,A test management process must be in place for testing ICT Systems before use and after maintenance.,False
Software Development and ICT Change Management Guideline_v2.0,16.2,16.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The tests must be designed as following:,The tests must be designed as following:,False
Software Development and ICT Change Management Guideline_v2.0,16.2.1,16.2.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The extent of tests must be based on the criticality of the IT Assets and related business processes.,The extent of tests must be based on the criticality of the IT Assets and related business processes.,False
Software Development and ICT Change Management Guideline_v2.0,16.2.2,16.2.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The tests must be designed to verify that new ICT Systems perform as intended, including the quality of internally developed software.","The tests must be designed to verify that new ICT Systems perform as intended, including the quality of internally developed software.",False
Software Development and ICT Change Management Guideline_v2.0,16.2.3,16.2.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The tests must include security testing of software packages before implementing in Red Segregation Area.,The tests must include security testing of software packages before implementing in Red Segregation Area.,False
Software Development and ICT Change Management Guideline_v2.0,16.3,16.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The scope of tests must at least consider: Functionality of the software (Re-)Testing of security functions (ID 17) Selection and protection of test data (ID 20),The scope of tests must at least consider: – Functionality of the software – (Re-)Testing of security functions (ID 17) – Selection and protection of test data (ID 20),False
Software Development and ICT Change Management Guideline_v2.0,16.4,16.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Appropriate test types must be developed, documented, and used for testing.","Appropriate test types must be developed, documented, and used for testing.",False
Software Development and ICT Change Management Guideline_v2.0,16.5,16.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Access controls for Blue and Yellow Segregation Areas must be defined according to the Identity and Access Management Guideline.,Access controls for Blue and Yellow Segregation Areas must be defined according to the Identity and Access Management Guideline.,False
Software Development and ICT Change Management Guideline_v2.0,17,17,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that security functions are thoroughly tested and validated.,It must be ensured that security functions are thoroughly tested and validated.,False
Software Development and ICT Change Management Guideline_v2.0,17.1,17.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Security functions must be tested, including (if relevant): Authentication mechanisms Access functions Logging & Monitoring Cryptographic mechanisms Validation of input data Audit-Logs Handling of exceptions","Security functions must be tested, including (if relevant): – Authentication mechanisms – Access functions – Logging & Monitoring – Cryptographic mechanisms – Validation of input data – Audit-Logs – Handling of exceptions",False
Software Development and ICT Change Management Guideline_v2.0,18,18,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that the testing and development activities are properly documented.,It must be ensured that the testing and development activities are properly documented.,False
Software Development and ICT Change Management Guideline_v2.0,18.1,18.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The IT Application and its development must be documented in a way that is comprehensible for competent third parties. The documentation must include at least: User documentation Technical system documentation Operating procedures and processes,The IT Application and its development must be documented in a way that is comprehensible for competent third parties. The documentation must include at least: – User documentation – Technical system documentation – Operating procedures and processes,False
Software Development and ICT Change Management Guideline_v2.0,18.2,18.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Test management documentation must at least contain the following: Test case description Test data Expected test results Realized test results Actions derived from tests,Test management documentation must at least contain the following: – Test case description – Test data – Expected test results – Realized test results – Actions derived from tests,False
Software Development and ICT Change Management Guideline_v2.0,18.3,18.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The operating procedures and processes must be defined for each IT Application and be available to the respective operators of the IT Application.,The operating procedures and processes must be defined for each IT Application and be available to the respective operators of the IT Application.,False
Software Development and ICT Change Management Guideline_v2.0,19,19,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that discovered defects are recorded and that the methods for addressing them are clearly defined.,It must be ensured that discovered defects are recorded and that the methods for addressing them are clearly defined.,False
Software Development and ICT Change Management Guideline_v2.0,19.1,19.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Defects are identified, recorded, and eliminated prior to go live.","Defects are identified, recorded, and eliminated prior to go live.",False
Software Development and ICT Change Management Guideline_v2.0,19.2,19.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Defects must be documented.,Defects must be documented.,False
Software Development and ICT Change Management Guideline_v2.0,19.3,19.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Defect handling and emergency defect handling must be defined.,Defect handling and emergency defect handling must be defined.,False
Software Development and ICT Change Management Guideline_v2.0,2,2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that each change is classified and handled accordingly.,It must be ensured that each change is classified and handled accordingly.,False
Software Development and ICT Change Management Guideline_v2.0,2.1,2.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Each change must be assigned to the following two change types:,Each change must be assigned to the following two change types:,False
